record_type,area_code,sec,icao,icao_code,sub,localizer_identifier,ils_category,localizer_frequency,runway_identifier,localizer_latitude,localizer_longitude,localizer_bearing,glide_slope_latitude,glide_slope_longitude,localizer_position,localizer_position_reference,glide_slope_position,localizer_width,glide_slope_angle,station_declination,glide_slope_height_lthr,glide_slope_elevation,supporting_facility_id,supporting_facility_icao,supporting_facility_section,supporting_facility_subsection,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,EUR,P,EHRD,EH,I,RSV,1,11090,RW24,N51570210,E004252810,2360,N51574030,E004265220,1027,,1023,0000,300,E0010,50,00001,,,,,SEURP EHRDEHIRSV 1   111090RW24 N51570210E0042528102360N51574030E0042652201027 10230000300E00105000001                     ,S,Simulation application continuation,SEURP EHRDEHIRSV 1   2S    U  N                    23700N                              140                                 
S,EUR,P,EHVK,EH,I,VLO,1,11075,RW24R,N51385780,E005411589,2360,N51394653,E005431218,0874,,1094,0000,300,E0020,56,00064,,,,,SEURP EHVKEHIVLO 1   111075RW24RN51385780E0054115892360N51394653E0054312180874 10940000300E00205600064                     ,S,Simulation application continuation,SEURP EHVKEHIVLO 1   2S    U  N                    23800N                              140                                 
S,EUR,P,EHVK,EH,I,VLZ,1,11075,RW06L,N51395389,E005433991,0560,N51390457,E005414519,0814,,1033,0000,300,E0020,56,00071,,,,,SEURP EHVKEHIVLZ 1   111075RW06LN51395389E0054339910560N51390457E0054145190814 10330000300E00205600071                     ,S,Simulation application continuation,SEURP EHVKEHIVLZ 1   2S    U  N                    05800N                              140                                 
S,EUR,P,EHWO,EH,I,WDO,1,10815,RW25,N51264078,E004192534,2480,N51271040,E004211324,0490,,1033,0000,300,E0020,54,00107,,,,,SEURP EHWOEHIWDO 1   110815RW25 N51264078E0041925342480N51271040E0042113240490 10330000300E00205400107                     ,S,Simulation application continuation,SEURP EHWOEHIWDO 1   2S    U  N                    25000N                              140                                 
S,EUR,P,EHWO,EH,I,WDZ,1,10815,RW07,N51271350,E004214440,0680,N51264332,E004194959,0912,,1033,0000,300,E0020,54,00092,,,,,SEURP EHWOEHIWDZ 1   110815RW07 N51271350E0042144400680N51264332E0041949590912 10330000300E00205400092                     ,S,Simulation application continuation,SEURP EHWOEHIWDZ 1   2S    U  N                    07000N                              140                                 
S,EUR,P,EICK,EI,I,ICN,1,10915,RW34,N51510483,W008294945,3440,N51500574,W008292133,0417,,1154,0000,300,W0040,54,00470,,,,,SEURP EICKEIIICN 1   110915RW34 N51510483W0082949453440N51500574W0082921330417 11540000300W00405400470                     ,S,Simulation application continuation,SEURP EICKEIIICN 1   2S    U  N                    34000N                              140                                 
S,EUR,P,EICK,EI,I,ICS,2,10990,RW16,N51495008,W008290525,1640,N51505002,W008294820,0656,,1033,0000,300,W0040,57,00510,,,,,SEURP EICKEIIICS 2   110990RW16 N51495008W0082905251640N51505002W0082948200656 10330000300W00405700510                     ,S,Simulation application continuation,SEURP EICKEIIICS 2   2S    U  N                    16000N                              140                                 
S,EUR,P,EIDL,EI,I,IFN,0,11030,RW20,N55021590,W008204260,2030,,,0052,,,0000,,W0020,,,,,,,SEURP EIDLEIIIFN 0   111030RW20 N55021590W0082042602030                   0052     0000   W0020                            ,S,Simulation application continuation,SEURP EIDLEIIIFN 0   2S    U  N                    20100N                                                                  
S,EUR,P,EIDW,EI,I,IAC,1,11150,RW16,N53250570,W006145430,1590,N53260270,W006154320,0657,,0972,0000,300,W0020,50,00280,,,,,SEURP EIDWEIIIAC 1   111150RW16 N53250570W0061454301590N53260270W0061543200657 09720000300W00205000280                     ,S,Simulation application continuation,SEURP EIDWEIIIAC 1   2S    U  N                    15700N                              140                                 
S,EUR,P,EIDW,EI,I,IDE,3,10890,RW10R,N53251180,W006144090,0970,N53251550,W006170550,1288,,1154,0000,300,W0020,54,00294,,,,,SEURP EIDWEIIIDE 3   110890RW10RN53251180W0061440900970N53251550W0061705501288 11540000300W00205400294                     ,S,Simulation application continuation,SEURP EIDWEIIIDE 3   2S    U  N                    09500N                              140                                 
S,EUR,P,EIDW,EI,I,IDW,3,11135,RW28L,N53252180,W006174360,2780,N53250960,W006151840,1176,,0972,0000,300,W0020,54,00259,,,,,SEURP EIDWEIIIDW 3   111135RW28LN53252180W0061743602780N53250960W0061518401176 09720000300W00205400259                     ,S,Simulation application continuation,SEURP EIDWEIIIDW 3   2S    U  N                    27600N                              140                                 
S,EUR,P,EIDW,EI,I,INDL,3,10955,RW10L,N53260450,W006140140,0970,N53261690,W006163020,0985,,1154,0000,300,W0020,51,00235,,,,,SEURP EIDWEIIINDL3   110955RW10LN53260450W0061401400970N53261690W0061630200985 11540000300W00205100235                     ,S,Simulation application continuation,SEURP EIDWEIIINDL3   2S    U  N                    09500N                              140                                 
S,EUR,P,EIDW,EI,I,INDR,3,11015,RW28R,N53261550,W006172160,2780,N53261190,W006145870,0990,,1033,0000,300,W0020,51,00213,,,,,SEURP EIDWEIIINDR3   111015RW28RN53261550W0061721602780N53261190W0061458700990 10330000300W00205100213                     ,S,Simulation application continuation,SEURP EIDWEIIINDR3   2S    U  N                    27600N                              140                                 
S,EUR,P,EIKN,EI,I,ICK,2,11070,RW26,N53542850,W008501900,2640,N53543870,W008482380,0356,,1215,0000,300,W0050,49,00695,,,,,SEURP EIKNEIIICK 2   111070RW26 N53542850W0085019002640N53543870W0084823800356 12150000300W00504900695                     ,S,Simulation application continuation,SEURP EIKNEIIICK 2   2S    U  N                    25900N                              140                                 
S,EUR,P,EIKY,EI,I,IKR,1,10870,RW26,N52103770,W009323010,2560,N52110220,W009305280,0962,,0972,0000,350,W0040,56,00156,,,,,SEURP EIKYEIIIKR 1   110870RW26 N52103770W0093230102560N52110220W0093052800962 09720000350W00405600156                     ,S,Simulation application continuation,SEURP EIKYEIIIKR 1   2S    U  N                    25200N                              140                                 
S,EUR,P,EIME,EI,I,IB,1,10935,RW10,N53180338,W006262107,1040,N53181106,W006275382,0628,,0971,0000,300,W0020,52,00320,,,,,SEURP EIMEEIIIB  1   110935RW10 N53180338W0062621071040N53181106W0062753820628 09710000300W00205200320                     ,S,Simulation application continuation,SEURP EIMEEIIIB  1   2S    U  N                    10200N                              140                                 
S,EUR,P,EINN,EI,I,ISE,1,10950,RW06,N52424530,W008540820,0560,N52414720,W008562310,1072,,1398,0000,300,W0040,55,00103,,,,,SEURP EINNEIIISE 1   110950RW06 N52424530W0085408200560N52414720W0085623101072 13980000300W00405500103                     ,S,Simulation application continuation,SEURP EINNEIIISE 1   2S    U  N                    05200N                              140                                 
S,EUR,P,EINN,EI,I,ISW,2,11095,RW24,N52412940,W008564940,2370,N52423210,W008544770,0994,,1215,0000,300,W0040,59,00070,,,,,SEURP EINNEIIISW 2   111095RW24 N52412940W0085649402370N52423210W0085447700994 12150000300W00405900070                     ,S,Simulation application continuation,SEURP EINNEIIISW 2   2S    U  N                    23300N                              140                                 
S,EUR,P,EIWF,EI,I,IWD,1,11090,RW21,N52103910,W007053480,2050,N52112320,W007051410,1430,,1033,0000,320,W0040,45,00142,,,,,SEURP EIWFEIIIWD 1   111090RW21 N52103910W0070534802050N52112320W0070514101430 10330000320W00404500142                     ,S,Simulation application continuation,SEURP EIWFEIIIWD 1   2S    U  N                    20100N                              140                                 
S,EUR,P,EKAH,EK,I,AAR,1,11190,RW10R,N56180163,E010385101,0960,N56181357,E010360390,1443,,1200,0000,275,E0040,34,00081,,,,,SEURP EKAHEKIAAR 1   111190RW10RN56180163E0103851010960N56181357E0103603901443 12000000275E00403400081                     ,S,Simulation application continuation,SEURP EKAHEKIAAR 1   2S    U  N                    10000Y                              140                                 
S,EUR,P,EKAH,EK,I,TR,2,11110,RW28L,N56182236,E010352562,2770,N56180076,E010381081,1458,,1027,0000,275,E0040,36,00079,,,,,SEURP EKAHEKITR  2   111110RW28LN56182236E0103525622770N56180076E0103810811458 10270000275E00403600079                     ,S,Simulation application continuation,SEURP EKAHEKITR  2   2S    U  N                    28100N                              140                                 
S,EUR,P,EKBI,EK,I,BIL,3,10975,RW09,N55442892,E009110905,0840,N55442874,E009082083,0850,,0911,0000,300,E0030,50,00214,,,,,SEURP EKBIEKIBIL 3   110975RW09 N55442892E0091109050840N55442874E0090820830850 09110000300E00305000214                     ,S,Simulation application continuation,SEURP EKBIEKIBIL 3   2S    U  N                    08700N                              140                                 
S,EUR,P,EKBI,EK,I,LEL,3,11070,RW27,N55442251,E009074203,2640,N55442262,E009102731,0846,,1094,0000,300,E0030,49,00247,,,,,SEURP EKBIEKILEL 3   111070RW27 N55442251E0090742032640N55442262E0091027310846 10940000300E00304900247                     ,S,Simulation application continuation,SEURP EKBIEKILEL 3   2S    U  N                    26700N                              140                                 
S,EUR,P,EKCH,EK,I,CH,2,11050,RW04L,N55370509,E012383682,0370,N55353571,E012362997,0849,,0911,0000,300,E0040,49,00014,,,,,SEURP EKCHEKICH  2   111050RW04LN55370509E0123836820370N55353571E0123629970849 09110000300E00404900014                     ,S,Simulation application continuation,SEURP EKCHEKICH  2   2S    U  N                    04100Y                              140                                 
S,EUR,P,EKCH,EK,I,KA,1,10990,RW12,N55363487,E012404151,1190,N55371782,E012382981,1894,,0912,0000,300,E0040,49,00013,,,,,SEURP EKCHEKIKA  1   110990RW12 N55363487E0124041511190N55371782E0123829811894 09120000300E00404900013                     ,S,Simulation application continuation,SEURP EKCHEKIKA  1   2S    U  N                    12300Y                              140                                 
S,EUR,P,EKCH,EK,I,KLK,1,11090,RW22R,N55352337,E012355951,2170,N55363485,E012380143,1153,,0911,0000,300,E0040,47,00014,,,,,SEURP EKCHEKIKLK 1   111090RW22RN55352337E0123559512170N55363485E0123801431153 09110000300E00404700014                     ,S,Simulation application continuation,SEURP EKCHEKIKLK 1   2S    U  N                    22100Y                              140                                 
S,EUR,P,EKCH,EK,I,NE,1,10930,RW04R,N55374066,E012401750,0370,N55361640,E012381632,1238,,1033,0000,300,E0040,57,00012,,,,,SEURP EKCHEKINE  1   110930RW04RN55374066E0124017500370N55361640E0123816321238 10330000300E00405700012                     ,S,Simulation application continuation,SEURP EKCHEKINE  1   2S    U  N                    04100Y                              140                                 
S,EUR,P,EKCH,EK,I,OXS,3,10950,RW22L,N55360330,E012374681,2170,N55372046,E012395761,1060,,1033,0000,300,E0040,53,00008,,,,,SEURP EKCHEKIOXS 3   110950RW22LN55360330E0123746812170N55372046E0123957611060 10330000300E00405300008                     ,S,Simulation application continuation,SEURP EKCHEKIOXS 3   2S    U  N                    22100Y                              140                                 
